Order_ID,Order_Date,Ship_Date,Ship_Days,Customer_ID,Customer_Segment,Region,State,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Discount_Amount,Shipping_Cost,Total_Sales,Cost_Per_Unit,Profit,Sales_Channel,Payment_Method,Customer_Rating,Returned
ORD-00626,2023-11-10,2023-11-11,1,CUST-3425,Corporate,West,Oregon,Office Supplies,Organizers,Pendaflex Folders,14.47,2,0,0.0,10.25,28.94,10.07,8.8,Online,Apple Pay,3,0
ORD-00627,2024-09-11,2024-09-15,4,CUST-2742,Consumer,Northeast,Massachusetts,Sports & Outdoors,Camping Gear,Coleman Tent 4P,126.3,1,0,0.0,7.86,126.3,92.95,33.35,Mobile App,Credit Card,2,1
ORD-00628,2024-11-11,2024-11-16,5,CUST-3295,Small Business,Southeast,Florida,Clothing,Activewear,Puma Track Pants,49.86,1,5,2.49,15.6,47.37,30.53,16.84,Mobile App,PayPal,4,0
ORD-00629,2024-03-28,2024-04-01,4,CUST-1043,Corporate,Southeast,North Carolina,Electronics,Monitors,Dell 24-inch FHD,207.31,2,0,0.0,11.91,414.62,149.49,115.64,Online,Debit Card,3,0
ORD-00630,2023-07-20,2023-07-21,1,CUST-2036,Corporate,Southeast,Tennessee,Clothing,Men's Apparel,Columbia Jacket,88.81,1,0,0.0,17.13,88.81,53.35,35.46,In-Store,Apple Pay,1,1
ORD-00631,2023-10-08,2023-10-09,1,CUST-1539,Corporate,Midwest,Wisconsin,Electronics,Headphones,Bose QC45,279.25,2,5,27.93,21.14,530.57,202.45,125.67,Online,Debit Card,4,0
ORD-00632,2023-03-26,2023-04-01,6,CUST-3403,Small Business,Southeast,Florida,Electronics,Headphones,Bose QC45,290.01,2,0,0.0,18.09,580.02,175.6,228.82,Online,PayPal,4,0
ORD-00633,2024-01-11,2024-01-16,5,CUST-1013,Consumer,Midwest,Indiana,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,337.65,1,15,50.65,5.88,287.0,203.71,83.29,Online,Debit Card,3,0
ORD-00634,2023-11-15,2023-11-18,3,CUST-2534,Small Business,Southeast,North Carolina,Sports & Outdoors,Team Sports,Rawlings Baseball Glove,47.93,1,20,9.59,6.72,38.34,35.16,3.18,In-Store,Debit Card,5,0
ORD-00635,2024-04-16,2024-04-19,3,CUST-2208,Small Business,Northeast,New Jersey,Home & Kitchen,Appliances,Dyson V15 Vacuum,620.96,3,0,0.0,7.8,1862.88,429.2,575.28,Online,PayPal,5,0
ORD-00636,2023-09-23,2023-09-24,1,CUST-2777,Corporate,West,Oregon,Electronics,Headphones,AirPods Pro 2,253.54,2,0,0.0,21.62,507.08,162.25,182.58,Mobile App,Debit Card,4,0
ORD-00637,2023-12-22,2023-12-24,2,CUST-2946,Consumer,West,Oregon,Clothing,Footwear,New Balance 574,92.18,5,10,46.09,9.2,414.81,55.66,136.51,In-Store,Credit Card,5,0
ORD-00638,2023-05-24,2023-05-26,2,CUST-1666,Consumer,Southeast,North Carolina,Home & Kitchen,Storage,ClosetMaid Organizer,68.75,2,20,27.5,23.01,110.0,39.25,31.5,Online,Credit Card,4,0
ORD-00639,2024-04-23,2024-04-28,5,CUST-1959,Corporate,Midwest,Illinois,Sports & Outdoors,Team Sports,Adidas Soccer Ball,25.57,2,10,5.11,19.46,46.03,16.49,13.05,Online,PayPal,1,1
ORD-00640,2024-06-03,2024-06-08,5,CUST-1370,Small Business,Northeast,Connecticut,Home & Kitchen,Storage,ClosetMaid Organizer,67.66,2,0,0.0,18.94,135.32,41.28,52.76,Online,Debit Card,1,1
ORD-00641,2023-11-13,2023-11-20,7,CUST-1020,Consumer,Northeast,Pennsylvania,Sports & Outdoors,Running,Brooks Ghost 15,135.8,1,10,13.58,8.68,122.22,79.36,42.86,Online,Debit Card,2,0
ORD-00642,2024-05-03,2024-05-04,1,CUST-2159,Consumer,Northeast,New York,Sports & Outdoors,Team Sports,Rawlings Baseball Glove,49.85,1,0,0.0,9.84,49.85,31.17,18.68,Online,Debit Card,3,0
ORD-00643,2024-11-21,2024-11-24,3,CUST-1316,Consumer,Southeast,Virginia,Office Supplies,Desks & Chairs,Herman Miller Aeron,1311.23,1,10,131.12,20.35,1180.11,779.31,400.8,Online,Credit Card,4,0
ORD-00644,2024-10-23,2024-10-29,6,CUST-1435,Consumer,Northeast,Connecticut,Clothing,Men's Apparel,Levi's 501 Jeans,59.29,1,0,0.0,11.21,59.29,34.74,24.55,Mobile App,Apple Pay,2,0
ORD-00645,2024-04-21,2024-04-27,6,CUST-3472,Consumer,West,Oregon,Electronics,Headphones,Sony WH-1000XM5,300.2,1,0,0.0,0.0,300.2,206.32,93.88,Mobile App,Credit Card,2,0
ORD-00646,2024-04-06,2024-04-07,1,CUST-2863,Small Business,Midwest,Indiana,Home & Kitchen,Storage,ClosetMaid Organizer,69.46,1,0,0.0,6.59,69.46,48.76,20.7,Online,Gift Card,3,0
ORD-00647,2024-03-21,2024-03-28,7,CUST-2219,Corporate,Northeast,Pennsylvania,Electronics,Laptops,HP Pavilion x360,636.25,1,0,0.0,18.49,636.25,396.93,239.32,Mobile App,Debit Card,2,0
ORD-00648,2024-10-13,2024-10-17,4,CUST-3144,Consumer,Northeast,New York,Home & Kitchen,Furniture,West Elm Desk,335.43,2,0,0.0,17.65,670.86,190.83,289.2,Mobile App,Apple Pay,4,0
ORD-00649,2024-08-05,2024-08-06,1,CUST-2052,Corporate,Southeast,Florida,Home & Kitchen,Cookware,Lodge Cast Iron Skillet,30.4,1,25,7.6,24.6,22.8,22.08,0.72,Online,PayPal,4,0
ORD-00650,2024-10-30,2024-10-31,1,CUST-1760,Consumer,West,California,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,354.04,2,25,177.02,18.88,531.06,232.9,65.26,Online,Apple Pay,4,0
ORD-00651,2023-10-11,2023-10-14,3,CUST-1905,Corporate,Midwest,Illinois,Office Supplies,Stationery,Pilot G2 Pen Pack,12.87,2,0,0.0,7.59,25.74,7.13,11.48,In-Store,PayPal,2,0
ORD-00652,2023-03-07,2023-03-10,3,CUST-1862,Small Business,Midwest,Wisconsin,Sports & Outdoors,Team Sports,Adidas Soccer Ball,24.71,2,0,0.0,0.0,49.42,18.19,13.04,Online,Debit Card,4,0
ORD-00653,2024-06-29,2024-07-05,6,CUST-2914,Consumer,West,Colorado,Home & Kitchen,Decor,Pottery Barn Throw Pillow,47.88,2,10,9.58,6.65,86.18,30.99,24.2,Mobile App,PayPal,4,0
ORD-00654,2023-01-31,2023-02-02,2,CUST-1397,Corporate,Northeast,Massachusetts,Clothing,Activewear,Puma Track Pants,51.31,2,5,5.13,19.87,97.49,35.93,25.63,Online,Apple Pay,4,0
ORD-00655,2024-02-10,2024-02-12,2,CUST-2301,Corporate,Northeast,New York,Office Supplies,Printers,HP LaserJet Pro,314.52,3,15,141.53,12.03,802.03,234.56,98.35,Online,PayPal,5,0
ORD-00656,2024-05-29,2024-05-30,1,CUST-1402,Consumer,Midwest,Indiana,Clothing,Accessories,Fossil Watch,135.51,3,0,0.0,12.99,406.53,78.78,170.19,In-Store,Apple Pay,4,0
ORD-00657,2024-01-28,2024-02-03,6,CUST-1372,Consumer,Midwest,Indiana,Sports & Outdoors,Running,Brooks Ghost 15,134.93,2,10,26.99,16.98,242.87,90.94,60.99,Online,Gift Card,2,0
ORD-00658,2024-01-15,2024-01-21,6,CUST-2880,Consumer,Northeast,Massachusetts,Sports & Outdoors,Team Sports,Rawlings Baseball Glove,48.3,3,15,21.73,8.49,123.17,30.13,32.78,Mobile App,PayPal,1,0
ORD-00659,2023-09-08,2023-09-12,4,CUST-3128,Consumer,West,Colorado,Clothing,Women's Apparel,Lululemon Tank,68.71,2,0,0.0,8.18,137.42,42.34,52.74,In-Store,Credit Card,4,0
ORD-00660,2024-04-26,2024-05-03,7,CUST-1163,Consumer,West,California,Sports & Outdoors,Cycling,Garmin Edge 530,303.2,2,10,60.64,13.76,545.76,226.75,92.26,In-Store,Apple Pay,4,0
ORD-00661,2024-01-08,2024-01-11,3,CUST-1397,Consumer,Southeast,Tennessee,Sports & Outdoors,Running,Brooks Ghost 15,143.6,1,15,21.54,19.43,122.06,95.63,26.43,Online,Debit Card,5,0
ORD-00662,2023-12-04,2023-12-11,7,CUST-2192,Corporate,Northeast,Connecticut,Clothing,Footwear,Adidas Ultraboost,185.16,1,5,9.26,16.88,175.9,127.74,48.16,Online,Credit Card,2,0
ORD-00663,2023-11-11,2023-11-17,6,CUST-3083,Small Business,Northeast,Pennsylvania,Sports & Outdoors,Running,Nathan Hydration Vest,71.36,1,10,7.14,12.67,64.22,41.34,22.88,Online,Gift Card,2,0
ORD-00664,2024-06-13,2024-06-15,2,CUST-1265,Consumer,Southeast,Tennessee,Clothing,Footwear,New Balance 574,88.32,1,15,13.25,14.69,75.07,55.19,19.88,Mobile App,Apple Pay,5,0
ORD-00665,2023-12-17,2023-12-24,7,CUST-2489,Corporate,Northeast,New Jersey,Home & Kitchen,Storage,Sterilite Cart,39.42,3,10,11.83,23.12,106.43,25.3,30.53,In-Store,Gift Card,4,0
ORD-00666,2024-11-11,2024-11-16,5,CUST-2003,Consumer,Midwest,Michigan,Office Supplies,Desks & Chairs,Herman Miller Aeron,1331.35,2,5,133.13,6.11,2529.57,964.59,600.39,In-Store,Debit Card,3,0
ORD-00667,2023-08-22,2023-08-24,2,CUST-2954,Consumer,West,Colorado,Clothing,Men's Apparel,Columbia Jacket,92.18,1,0,0.0,23.11,92.18,64.22,27.96,In-Store,Debit Card,3,0
ORD-00668,2024-04-20,2024-04-23,3,CUST-1797,Corporate,Northeast,New York,Home & Kitchen,Furniture,IKEA Kallax Shelf,89.77,1,5,4.49,16.96,85.28,51.17,34.11,In-Store,Credit Card,4,0
ORD-00669,2024-08-26,2024-09-01,6,CUST-3060,Small Business,West,Arizona,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,59.95,3,10,17.99,15.27,161.86,35.09,56.59,Online,Debit Card,2,1
ORD-00670,2023-11-13,2023-11-14,1,CUST-1445,Consumer,Northeast,New Jersey,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,59.96,4,5,11.99,18.45,227.85,35.12,87.37,Mobile App,Gift Card,5,0
ORD-00671,2023-08-26,2023-08-28,2,CUST-3115,Corporate,Northeast,Massachusetts,Home & Kitchen,Cookware,All-Clad Pan Set,260.68,1,10,26.07,11.47,234.61,154.34,80.27,Mobile App,Debit Card,5,0
ORD-00672,2024-04-30,2024-05-06,6,CUST-2655,Consumer,Midwest,Indiana,Home & Kitchen,Appliances,Keurig K-Slim,107.83,1,15,16.17,12.07,91.66,62.43,29.23,Online,Gift Card,2,0
ORD-00673,2023-02-26,2023-03-01,3,CUST-1880,Consumer,Southwest,Oklahoma,Clothing,Accessories,Fossil Watch,126.2,1,10,12.62,12.46,113.58,87.5,26.08,Online,Gift Card,4,0
ORD-00674,2024-09-24,2024-10-01,7,CUST-3400,Corporate,Midwest,Michigan,Electronics,Laptops,Dell Inspiron 15,574.27,1,10,57.43,23.92,516.84,383.95,132.89,In-Store,Apple Pay,2,1
ORD-00675,2024-01-20,2024-01-27,7,CUST-3301,Small Business,Northeast,New York,Home & Kitchen,Cookware,All-Clad Pan Set,240.27,1,20,48.05,11.48,192.22,138.6,53.62,In-Store,Debit Card,3,0
ORD-00676,2023-04-01,2023-04-08,7,CUST-1879,Corporate,Southeast,North Carolina,Office Supplies,Organizers,Pendaflex Folders,14.68,1,5,0.73,6.35,13.95,8.14,5.81,In-Store,PayPal,5,0
ORD-00677,2023-07-08,2023-07-14,6,CUST-1246,Consumer,Southeast,Georgia,Sports & Outdoors,Cycling,Bell Helmet,48.79,1,25,12.2,7.8,36.59,32.72,3.87,Online,Apple Pay,4,0
ORD-00678,2024-06-08,2024-06-09,1,CUST-1359,Small Business,Southeast,Tennessee,Sports & Outdoors,Fitness Equipment,Resistance Band Set,25.09,3,0,0.0,6.33,75.27,15.22,29.61,In-Store,Credit Card,4,0
ORD-00679,2024-08-10,2024-08-11,1,CUST-2771,Corporate,Southwest,Utah,Clothing,Men's Apparel,Columbia Jacket,89.55,1,0,0.0,18.0,89.55,65.02,24.53,Online,Apple Pay,4,0
ORD-00680,2023-01-22,2023-01-25,3,CUST-2452,Corporate,Southeast,North Carolina,Electronics,Monitors,Dell 24-inch FHD,198.53,1,0,0.0,18.48,198.53,119.47,79.06,In-Store,Debit Card,5,0
ORD-00681,2024-08-13,2024-08-16,3,CUST-1826,Consumer,Northeast,New Jersey,Clothing,Footwear,Nike Air Max 90,135.77,1,5,6.79,0.0,128.98,75.74,53.24,Mobile App,PayPal,5,0
ORD-00682,2023-11-07,2023-11-13,6,CUST-1842,Consumer,Southwest,New Mexico,Clothing,Footwear,Nike Air Max 90,129.21,1,20,25.84,13.87,103.37,92.62,10.75,Mobile App,Credit Card,3,0
ORD-00683,2024-01-25,2024-01-29,4,CUST-1371,Consumer,Midwest,Illinois,Electronics,Smartphones,Google Pixel 7a,384.86,4,10,153.94,0.0,1385.5,269.91,305.86,In-Store,PayPal,4,0
ORD-00684,2024-06-03,2024-06-06,3,CUST-1939,Small Business,Southeast,North Carolina,Office Supplies,Desks & Chairs,Herman Miller Aeron,1289.59,1,5,64.48,0.0,1225.11,957.28,267.83,Mobile App,Apple Pay,5,0
ORD-00685,2024-12-19,2024-12-24,5,CUST-2200,Corporate,Midwest,Indiana,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,57.26,2,20,22.9,5.18,91.62,41.2,9.22,Online,Credit Card,1,1
ORD-00686,2024-01-16,2024-01-17,1,CUST-2086,Consumer,Midwest,Ohio,Sports & Outdoors,Camping Gear,Coleman Tent 4P,133.14,4,25,133.14,22.57,399.42,94.8,20.22,Mobile App,Debit Card,4,0
ORD-00687,2024-09-28,2024-10-03,5,CUST-1271,Consumer,Southeast,Florida,Home & Kitchen,Furniture,Wayfair Sofa,520.67,1,20,104.13,16.96,416.54,291.21,125.33,Online,PayPal,4,0
ORD-00688,2023-04-26,2023-04-28,2,CUST-3018,Corporate,Southwest,Nevada,Sports & Outdoors,Team Sports,Adidas Soccer Ball,25.33,1,10,2.53,23.05,22.8,15.51,7.29,Online,Gift Card,5,0
ORD-00689,2024-08-07,2024-08-09,2,CUST-3419,Corporate,Northeast,New Jersey,Office Supplies,Paper Products,HP Printer Paper 5-Ream,28.77,1,0,0.0,7.09,28.77,18.15,10.62,Online,PayPal,3,1
ORD-00690,2024-06-16,2024-06-22,6,CUST-1974,Consumer,Midwest,Michigan,Clothing,Footwear,Adidas Ultraboost,184.25,1,0,0.0,20.99,184.25,132.69,51.56,Online,Debit Card,1,1
ORD-00691,2023-06-15,2023-06-19,4,CUST-3107,Corporate,Southeast,Florida,Office Supplies,Stationery,Sharpie Marker Set,17.62,3,0,0.0,24.84,52.86,13.11,13.53,In-Store,Credit Card,4,0
ORD-00692,2023-12-12,2023-12-16,4,CUST-1455,Small Business,Southwest,Oklahoma,Home & Kitchen,Decor,Wall Art Canvas,62.13,1,0,0.0,20.63,62.13,43.66,18.47,In-Store,Debit Card,2,1
ORD-00693,2023-05-04,2023-05-11,7,CUST-1068,Small Business,Midwest,Michigan,Clothing,Footwear,Adidas Ultraboost,187.9,1,10,18.79,8.64,169.11,139.66,29.45,Mobile App,Debit Card,1,1
ORD-00694,2023-07-23,2023-07-28,5,CUST-1926,Consumer,West,Oregon,Office Supplies,Organizers,Bankers Box Set,23.86,2,5,2.39,18.86,45.33,15.67,13.99,Online,Debit Card,3,0
ORD-00695,2023-06-05,2023-06-09,4,CUST-2276,Consumer,Midwest,Wisconsin,Sports & Outdoors,Camping Gear,Yeti Cooler,247.51,1,25,61.88,13.42,185.63,155.43,30.2,In-Store,PayPal,1,0
ORD-00696,2023-08-02,2023-08-04,2,CUST-2435,Consumer,Southwest,Utah,Office Supplies,Desks & Chairs,Autonomous SmartDesk,449.13,3,0,0.0,24.52,1347.39,261.42,563.13,Online,Apple Pay,3,0
ORD-00697,2023-03-14,2023-03-17,3,CUST-3451,Consumer,Northeast,Pennsylvania,Clothing,Accessories,Ray-Ban Aviators,162.75,2,10,32.55,0.0,292.95,96.21,100.53,Mobile App,Credit Card,4,0
ORD-00698,2024-04-27,2024-04-30,3,CUST-2995,Consumer,Northeast,Connecticut,Home & Kitchen,Furniture,West Elm Desk,334.95,2,5,33.49,11.82,636.41,249.81,136.79,Mobile App,PayPal,2,0
ORD-00699,2023-10-26,2023-10-27,1,CUST-2030,Small Business,Northeast,New York,Electronics,Monitors,ASUS ProArt 27,445.04,3,0,0.0,13.64,1335.12,288.79,468.75,In-Store,PayPal,5,0
ORD-00700,2024-10-17,2024-10-20,3,CUST-2539,Corporate,Midwest,Indiana,Home & Kitchen,Cookware,Lodge Cast Iron Skillet,29.95,1,10,3.0,13.67,26.95,19.98,6.97,Online,Apple Pay,4,0
ORD-00701,2024-09-13,2024-09-20,7,CUST-1163,Corporate,Midwest,Indiana,Electronics,Monitors,LG 27-inch 4K,365.88,2,15,109.76,0.0,622.0,243.36,135.28,Online,Gift Card,3,0
ORD-00702,2023-12-22,2023-12-27,5,CUST-1116,Corporate,Southeast,Virginia,Office Supplies,Organizers,Bankers Box Set,25.31,4,15,15.19,5.5,86.05,17.86,14.61,Online,PayPal,1,1
ORD-00703,2024-04-12,2024-04-15,3,CUST-2318,Consumer,West,Oregon,Home & Kitchen,Cookware,Cuisinart Knife Set,79.56,5,0,0.0,24.81,397.8,44.52,175.2,Mobile App,Gift Card,5,0
ORD-00704,2024-02-15,2024-02-21,6,CUST-2567,Consumer,West,Washington,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,61.82,1,5,3.09,11.11,58.73,45.94,12.79,Online,Gift Card,3,0
ORD-00705,2023-07-27,2023-08-01,5,CUST-1311,Consumer,Northeast,Connecticut,Home & Kitchen,Cookware,Cuisinart Knife Set,83.66,4,15,50.2,0.0,284.44,51.41,78.8,Online,Gift Card,2,0
ORD-00706,2023-07-23,2023-07-29,6,CUST-2326,Small Business,Northeast,Massachusetts,Sports & Outdoors,Cycling,Schwinn Hybrid Bike,346.38,2,5,34.64,0.0,658.12,254.33,149.46,Mobile App,PayPal,3,1
ORD-00707,2023-08-19,2023-08-21,2,CUST-2979,Corporate,Southeast,Florida,Clothing,Activewear,Under Armour Shorts,39.97,2,0,0.0,9.9,79.94,28.64,22.66,Online,Debit Card,1,0
ORD-00708,2024-03-25,2024-03-28,3,CUST-1961,Small Business,Southeast,Tennessee,Office Supplies,Paper Products,Post-it Notes Bulk,19.79,1,5,0.99,12.73,18.8,13.16,5.64,In-Store,PayPal,4,0
ORD-00709,2023-11-24,2023-11-25,1,CUST-3269,Corporate,Northeast,New Jersey,Home & Kitchen,Appliances,Dyson V15 Vacuum,677.13,2,0,0.0,15.7,1354.26,505.88,342.5,Mobile App,PayPal,4,0
ORD-00710,2023-08-18,2023-08-22,4,CUST-1261,Consumer,Southeast,Tennessee,Electronics,Headphones,Bose QC45,267.8,1,10,26.78,0.0,241.02,200.62,40.4,In-Store,PayPal,4,0
ORD-00711,2024-11-29,2024-12-03,4,CUST-1952,Consumer,Southwest,Oklahoma,Office Supplies,Printers,Epson EcoTank,198.61,1,10,19.86,0.0,178.75,139.6,39.15,Online,Gift Card,4,0
ORD-00712,2024-08-06,2024-08-13,7,CUST-1660,Consumer,West,Arizona,Sports & Outdoors,Camping Gear,REI Sleeping Bag,186.52,5,10,93.26,0.0,839.34,138.8,145.34,Online,Credit Card,3,0
ORD-00713,2023-07-19,2023-07-25,6,CUST-2454,Consumer,Northeast,Massachusetts,Clothing,Women's Apparel,Adidas Yoga Pants,52.9,2,5,5.29,16.47,100.51,30.04,40.43,Online,Apple Pay,1,0
ORD-00714,2023-07-01,2023-07-05,4,CUST-3281,Corporate,West,Oregon,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,344.78,1,0,0.0,0.0,344.78,234.26,110.52,Mobile App,Credit Card,5,0
ORD-00715,2023-03-02,2023-03-03,1,CUST-2414,Consumer,West,California,Clothing,Men's Apparel,Columbia Jacket,88.25,1,0,0.0,12.49,88.25,62.66,25.59,Mobile App,Gift Card,4,0
ORD-00716,2023-04-10,2023-04-14,4,CUST-1492,Consumer,West,Washington,Office Supplies,Printers,Epson EcoTank,206.91,1,5,10.35,21.28,196.56,145.75,50.81,Online,Gift Card,5,0
ORD-00717,2023-11-16,2023-11-22,6,CUST-1268,Consumer,Northeast,New Jersey,Office Supplies,Organizers,Bankers Box Set,25.25,4,5,5.05,23.75,95.95,18.92,20.27,In-Store,Apple Pay,5,0
ORD-00718,2023-12-13,2023-12-20,7,CUST-3159,Small Business,Northeast,Connecticut,Clothing,Accessories,Ray-Ban Aviators,166.73,1,20,33.35,19.14,133.38,118.74,14.64,In-Store,Credit Card,3,0
ORD-00719,2024-07-30,2024-08-03,4,CUST-2982,Consumer,Midwest,Wisconsin,Office Supplies,Stationery,Staedtler Pencil Set,9.63,2,0,0.0,17.52,19.26,6.77,5.72,Online,Credit Card,4,0
ORD-00720,2024-09-16,2024-09-18,2,CUST-2576,Corporate,Southeast,Virginia,Home & Kitchen,Furniture,West Elm Desk,335.61,3,0,0.0,16.42,1006.83,244.46,273.45,In-Store,Gift Card,1,1
ORD-00721,2023-07-12,2023-07-14,2,CUST-1833,Small Business,Southeast,Tennessee,Electronics,Headphones,Bose QC45,280.23,2,15,84.07,0.0,476.39,192.3,91.79,Online,Debit Card,5,0
ORD-00722,2024-05-22,2024-05-29,7,CUST-2646,Consumer,Northeast,Massachusetts,Electronics,Laptops,HP Pavilion x360,656.72,1,10,65.67,21.26,591.05,361.82,229.23,Online,Apple Pay,4,0
ORD-00723,2023-02-15,2023-02-21,6,CUST-2139,Consumer,Northeast,Massachusetts,Clothing,Activewear,Reebok Sports Bra,35.62,1,20,7.12,11.18,28.5,24.65,3.85,In-Store,Credit Card,3,0
ORD-00724,2023-07-14,2023-07-20,6,CUST-2050,Consumer,West,Colorado,Home & Kitchen,Storage,Container Store Bins,25.48,2,5,2.55,9.45,48.41,16.3,15.81,Online,Apple Pay,1,0
ORD-00725,2024-11-28,2024-11-29,1,CUST-2961,Consumer,West,Oregon,Office Supplies,Printers,Brother Inkjet,153.9,3,0,0.0,9.03,461.7,96.8,171.3,In-Store,Debit Card,4,0
ORD-00726,2023-04-22,2023-04-27,5,CUST-1861,Corporate,Northeast,New York,Sports & Outdoors,Camping Gear,Coleman Tent 4P,126.63,3,15,56.98,7.85,322.91,85.23,67.22,Mobile App,Gift Card,4,0
ORD-00727,2023-11-22,2023-11-23,1,CUST-2804,Corporate,Northeast,New Jersey,Home & Kitchen,Cookware,Lodge Cast Iron Skillet,30.42,1,0,0.0,10.83,30.42,19.11,11.31,Online,PayPal,4,0
ORD-00728,2023-03-13,2023-03-18,5,CUST-1157,Corporate,West,Arizona,Office Supplies,Printers,Epson EcoTank,196.34,1,5,9.82,0.0,186.52,112.36,74.16,In-Store,Debit Card,4,0
ORD-00729,2023-05-27,2023-06-01,5,CUST-2156,Consumer,Southwest,New Mexico,Electronics,Headphones,Sony WH-1000XM5,308.05,2,15,92.42,17.56,523.68,176.8,170.08,In-Store,Apple Pay,5,0
ORD-00730,2024-12-03,2024-12-06,3,CUST-2053,Consumer,Southeast,Georgia,Sports & Outdoors,Team Sports,Adidas Soccer Ball,24.88,1,25,6.22,15.72,18.66,18.26,0.4,Online,Debit Card,5,0
ORD-00731,2023-06-14,2023-06-20,6,CUST-2852,Small Business,Southeast,Florida,Sports & Outdoors,Cycling,Schwinn Hybrid Bike,363.28,1,5,18.16,7.49,345.12,261.68,83.44,Online,Apple Pay,4,0
ORD-00732,2024-03-30,2024-04-06,7,CUST-2672,Corporate,Southwest,Nevada,Home & Kitchen,Cookware,Cuisinart Knife Set,80.23,2,0,0.0,16.36,160.46,48.07,64.32,In-Store,PayPal,5,0
ORD-00733,2024-01-19,2024-01-20,1,CUST-2768,Consumer,Midwest,Ohio,Sports & Outdoors,Camping Gear,Yeti Cooler,245.0,1,10,24.5,17.46,220.5,175.56,44.94,Online,Debit Card,5,0
ORD-00734,2023-07-04,2023-07-11,7,CUST-1534,Consumer,Southwest,Texas,Clothing,Accessories,Coach Wallet,81.96,2,0,0.0,13.03,163.92,54.31,55.3,Mobile App,PayPal,3,0
ORD-00735,2024-05-13,2024-05-14,1,CUST-2259,Small Business,Southeast,Tennessee,Office Supplies,Desks & Chairs,FlexiSpot Standing Desk,361.81,1,0,0.0,11.62,361.81,265.58,96.23,Online,Debit Card,4,1
ORD-00736,2023-03-09,2023-03-11,2,CUST-2923,Corporate,Southeast,North Carolina,Office Supplies,Stationery,Sharpie Marker Set,16.66,1,0,0.0,22.6,16.66,11.84,4.82,Online,Gift Card,4,0
ORD-00737,2024-12-17,2024-12-22,5,CUST-1081,Corporate,West,Washington,Electronics,Smartphones,iPhone SE,446.34,1,0,0.0,20.33,446.34,287.69,158.65,In-Store,Apple Pay,3,0
ORD-00738,2024-05-18,2024-05-25,7,CUST-1340,Consumer,Southwest,Utah,Home & Kitchen,Cookware,Lodge Cast Iron Skillet,28.9,4,0,0.0,7.98,115.6,17.63,45.08,Mobile App,PayPal,2,1
ORD-00739,2023-12-30,2023-12-31,1,CUST-2077,Small Business,West,California,Office Supplies,Organizers,AmazonBasics File Cabinet,87.76,5,5,21.94,23.08,416.86,57.28,130.46,In-Store,Credit Card,4,0
ORD-00740,2024-04-04,2024-04-11,7,CUST-2556,Corporate,Southwest,Oklahoma,Electronics,Tablets,Amazon Fire HD 10,152.38,5,10,76.19,0.0,685.71,93.96,215.91,Mobile App,Gift Card,1,0
ORD-00741,2024-02-02,2024-02-08,6,CUST-1347,Consumer,Northeast,Pennsylvania,Sports & Outdoors,Cycling,Bell Helmet,51.41,3,15,23.13,23.85,131.1,32.46,33.72,Online,PayPal,2,1
ORD-00742,2024-11-13,2024-11-14,1,CUST-1639,Consumer,West,California,Electronics,Smartphones,Samsung Galaxy A54,334.76,1,0,0.0,6.74,334.76,222.41,112.35,Online,PayPal,5,0
ORD-00743,2024-08-19,2024-08-20,1,CUST-1204,Consumer,Midwest,Indiana,Home & Kitchen,Furniture,West Elm Desk,339.47,1,10,33.95,0.0,305.52,237.36,68.16,In-Store,Apple Pay,5,0
ORD-00744,2023-03-23,2023-03-30,7,CUST-2078,Consumer,Southeast,Tennessee,Clothing,Accessories,Ray-Ban Aviators,163.29,2,5,16.33,16.83,310.25,105.13,99.99,Online,Credit Card,1,1
ORD-00745,2023-05-28,2023-06-04,7,CUST-2027,Corporate,West,Arizona,Clothing,Men's Apparel,Columbia Jacket,93.13,3,0,0.0,12.88,279.39,65.31,83.46,In-Store,Gift Card,3,0
ORD-00746,2023-12-20,2023-12-26,6,CUST-2304,Corporate,Midwest,Michigan,Home & Kitchen,Appliances,Instant Pot Duo 7-in-1,93.61,1,5,4.68,13.59,88.93,52.62,36.31,Mobile App,Credit Card,5,0
ORD-00747,2024-08-25,2024-09-01,7,CUST-2678,Corporate,West,Oregon,Office Supplies,Desks & Chairs,FlexiSpot Standing Desk,378.12,1,15,56.72,14.98,321.4,264.09,57.31,In-Store,Debit Card,2,0
ORD-00748,2024-04-21,2024-04-23,2,CUST-1707,Consumer,West,Oregon,Sports & Outdoors,Running,Garmin Forerunner 55,205.0,1,0,0.0,0.0,205.0,129.95,75.05,Mobile App,Debit Card,3,0
ORD-00749,2023-06-04,2023-06-11,7,CUST-2782,Consumer,Midwest,Ohio,Clothing,Men's Apparel,Levi's 501 Jeans,59.01,1,0,0.0,11.06,59.01,32.71,26.3,In-Store,Apple Pay,3,0
